,SPY,IBM,GLD,GOOG,AAPL
2005-05-03,83.32672119140625,44.212100982666016,42.7599983215332,5.633634090423584,1.1041873693466187
2005-05-04,83.96990966796875,44.56475830078125,42.900001525878906,5.691167831420898,1.13285231590271
2005-05-05,83.94129180908203,43.6512565612793,42.90999984741211,5.6533098220825195,1.1185200214385986
2005-05-06,83.67687225341797,43.628082275390625,42.52000045776367,5.679213047027588,1.1355966329574585
2005-05-09,84.19856262207031,43.465763092041016,42.54999923706055,5.62939977645874,1.1273629665374756
2005-05-10,83.32672119140625,42.491878509521484,42.63999938964844,5.673733234405518,1.1105908155441284
2005-05-11,83.78411102294922,42.48027801513672,42.689998626708984,5.760657787322998,1.0858913660049438
2005-05-12,82.86219787597656,42.09767150878906,42.15999984741211,5.696648120880127,1.0407605171203613
2005-05-13,82.69783782958984,42.410728454589844,41.95000076293945,5.709599018096924,1.0602761507034302
2005-05-16,83.46964263916016,43.09476089477539,41.880001068115234,5.754680156707764,1.0840615034103394
2005-05-17,84.02704620361328,43.065773010253906,41.86000061035156,5.806486129760742,1.0782678127288818
2005-05-18,84.89176177978516,44.2657356262207,42.04999923706055,5.9566731452941895,1.092904806137085
2005-05-19,85.24909210205078,44.729522705078125,41.97999954223633,5.9571709632873535,1.1450492143630981
2005-05-20,85.12761688232422,44.294742584228516,41.650001525878906,6.017693996429443,1.1450492143630981
2005-05-23,85.59927368164062,44.352718353271484,41.619998931884766,6.362401962280273,1.212441325187683
2005-05-24,85.3991470336914,43.9469108581543,41.72999954223633,6.376101016998291,1.2106115818023682
2005-05-25,85.3348388671875,44.05708694458008,41.869998931884766,6.495902061462402,1.2130508422851562
2005-05-26,85.79219818115234,44.717933654785156,41.689998626708984,6.455801963806152,1.2423253059387207
2005-05-27,85.9351577758789,44.694725036621094,41.880001068115234,6.625166893005371,1.2368360757827759
2005-05-31,85.3848648071289,43.796199798583984,41.650001525878906,6.90586519241333,1.212441325187683
2005-06-01,86.1137924194336,44.54401779174805,41.529998779296875,7.173112869262695,1.2289083003997803
2005-06-02,86.29963684082031,44.839664459228516,42.099998474121094,7.170622825622559,1.2209794521331787
2005-06-03,85.86367797851562,43.935340881347656,42.16999816894531,6.9803361892700195,1.1660902500152588
2005-06-06,85.78507232666016,43.477359771728516,42.47999954223633,7.246338844299316,1.1563323736190796
2005-06-07,85.84938049316406,43.500545501708984,42.380001068115234,7.300634860992432,1.1142507791519165
2005-06-08,85.69214630126953,43.36142349243164,42.34000015258789,6.9629011154174805,1.125838041305542
2005-06-09,86.0994873046875,43.436771392822266,42.27000045776367,7.131021022796631,1.1480990648269653
2005-06-10,85.89940643310547,43.34403610229492,42.619998931884766,7.036127090454102,1.091990351676941
2005-06-13,86.17097473144531,43.506343841552734,42.779998779296875,7.042354106903076,1.0947346687316895
2005-06-14,86.37110137939453,43.41359329223633,42.599998474121094,6.932764053344727,1.0977835655212402
2005-06-15,86.53544616699219,44.23097229003906,42.7400016784668,6.844346046447754,1.1322417259216309
2005-06-16,86.75698852539062,44.665740966796875,43.459999084472656,6.910099029541016,1.158162236213684
2005-06-17,87.07841491699219,44.28313446044922,43.630001068115234,6.981331825256348,1.1682249307632446
2005-06-20,87.10709381103516,44.37589645385742,43.65999984741211,7.140735149383545,1.1468790769577026
2005-06-21,87.1573486328125,44.294742584228516,43.810001373291016,7.169127941131592,1.1545031070709229
2005-06-22,87.22911071777344,44.77008819580078,43.720001220703125,7.20549201965332,1.1755437850952148
2005-06-23,86.0021743774414,43.71504592895508,44.02000045776367,7.215703964233398,1.185912013053894
2005-06-24,85.3707275390625,42.903465270996094,43.900001525878906,7.403500080108643,1.151452898979187
2005-06-27,85.49271392822266,42.828102111816406,43.90999984741211,7.57411003112793,1.1313269138336182
2005-06-28,86.21024322509766,43.651268005371094,43.45000076293945,7.521805763244629,1.1377308368682861
2005-06-29,85.98060607910156,43.32085418701172,43.630001068115234,7.290672779083252,1.1090668439865112
2005-06-30,85.51422119140625,43.01359176635742,43.439998626708984,7.326289176940918,1.1224844455718994
2005-07-01,85.76534271240234,43.286067962646484,42.70000076293945,7.254059791564941,1.1130304336547852
2005-07-05,86.45414733886719,43.355621337890625,42.279998779296875,7.365143775939941,1.158162236213684
2005-07-06,85.72949981689453,43.9469108581543,42.25,7.260785102844238,1.1401700973510742
2005-07-07,86.06671905517578,44.85704803466797,42.36000061035156,7.360909938812256,1.147489309310913
2005-07-08,87.04973602294922,45.970069885253906,42.2599983215332,7.3780951499938965,1.1663951873779297
2005-07-11,87.49458312988281,45.77296829223633,42.540000915527344,7.306364059448242,1.1618210077285767
2005-07-12,87.72419738769531,46.399044036865234,42.63999938964844,7.267261028289795,1.1660902500152588
2005-07-13,87.84617614746094,47.216434478759766,42.349998474121094,7.443600177764893,1.1694447994232178
2005-07-14,88.19059753417969,47.7786979675293,41.900001525878906,7.494160175323486,1.2426303625106812
2005-07-15,88.14034271240234,47.755550384521484,42.04999923706055,7.501632213592529,1.2670254707336426
2005-07-18,87.78874206542969,47.425106048583984,42.0099983215332,7.460536003112793,1.2651960849761963
2005-07-19,88.26951599121094,48.5207633972168,41.88999938964844,7.718568801879883,1.3170356750488281
2005-07-20,88.57088470458984,49.04246520996094,42.20000076293945,7.770873069763184,1.3304529190063477
2005-07-21,88.05426025390625,48.926513671875,42.459999084472656,7.819191932678223,1.3200846910476685
2005-07-22,88.64263153076172,48.949710845947266,42.45000076293945,7.531768798828125,1.3417363166809082
2005-07-25,88.3914794921875,48.81058883666992,42.5099983215332,7.368630886077881,1.3359421491622925
2005-07-26,88.49910736083984,48.76422119140625,42.25,7.374608039855957,1.3304529190063477
2005-07-27,88.82200622558594,48.61928176879883,42.439998626708984,7.3955302238464355,1.341430425643921
2005-07-28,89.3816909790039,48.57870101928711,42.75,7.310100078582764,1.335637092590332
2005-07-29,88.78611755371094,48.3816032409668,42.81999969482422,7.167136192321777,1.3005691766738892
2005-08-01,88.7215347290039,48.36420822143555,43.130001068115234,7.263026237487793,1.3036187887191772
2005-08-02,89.2525405883789,48.294647216796875,43.13999938964844,7.451818943023682,1.3170356750488281
2005-08-03,89.48931884765625,48.72942352294922,43.529998779296875,7.404745101928711,1.3179501295089722
2005-08-04,88.7717514038086,48.18452072143555,43.68000030517578,7.415454864501953,1.302398443222046
2005-08-05,88.1690673828125,48.323665618896484,43.599998474121094,7.28145694732666,1.310936450958252
2005-08-08,88.00403594970703,48.439876556396484,43.349998474121094,7.254059791564941,1.3005691766738892
2005-08-09,88.53498840332031,48.52119827270508,43.34000015258789,7.262030124664307,1.3362468481063843
2005-08-10,88.49193572998047,47.66120910644531,43.650001525878906,7.115330219268799,1.3228297233581543
2005-08-11,88.8435287475586,48.03310012817383,44.45000076293945,7.074731826782227,1.3417363166809082
2005-08-12,88.29822540283203,47.759986877441406,44.4900016784668,7.2159528732299805,1.405773401260376
2005-08-15,88.8435287475586,47.94012451171875,44.130001068115234,7.073486804962158,1.453953742980957
2005-08-16,87.68831634521484,47.24281311035156,44.54999923706055,7.1145830154418945,1.410347580909729
2005-08-17,87.68113708496094,47.24281311035156,43.90999984741211,7.100883960723877,1.437792420387268
2005-08-18,87.67398071289062,47.155635833740234,43.83000183105469,6.973610877990723,1.4118717908859253
2005-08-19,87.87484741210938,48.09122085571289,43.599998474121094,6.973859786987305,1.3975398540496826
2005-08-22,87.87484741210938,47.998226165771484,43.70000076293945,6.824668884277344,1.3987592458724976
2005-08-23,87.70983123779297,47.666996002197266,43.7599983215332,6.9633989334106445,1.394795536994934
2005-08-24,86.92774963378906,47.254432678222656,43.59000015258789,7.037869930267334,1.3957104682922363
2005-08-25,87.2434310913086,47.12660217285156,43.72999954223633,7.038368225097656,1.4045536518096924
2005-08-26,86.64791107177734,46.708187103271484,43.61000061035156,7.063025951385498,1.394795536994934
2005-08-29,87.31520080566406,47.26604080200195,43.56999969482422,7.18432092666626,1.3978452682495117
2005-08-30,86.85598754882812,46.80120086669922,43.0099983215332,7.154932022094727,1.4201054573059082
2005-08-31,87.95381164550781,46.84767150878906,43.400001525878906,7.123300075531006,1.4298640489578247
2005-09-01,87.88920593261719,46.22010040283203,44.220001220703125,7.1295270919799805,1.4106526374816895
2005-09-02,87.7313461303711,46.17359161376953,44.25,7.18432092666626,1.4094321727752686
2005-09-06,88.75743103027344,47.080081939697266,44.27000045776367,7.150946140289307,1.4881068468093872
2005-09-07,88.9081039428711,47.056861877441406,44.33000183105469,7.344222068786621,1.484447717666626
2005-09-08,88.61392211914062,46.952266693115234,44.599998474121094,7.357173919677734,1.517991065979004
2005-09-09,89.4031982421875,47.32416915893555,44.84000015258789,7.4493279457092285,1.5646470785140991
2005-09-12,89.22380828857422,47.347415924072266,44.88999938964844,7.714583873748779,1.5673909187316895
2005-09-13,88.72874450683594,46.923221588134766,44.560001373291016,7.762903213500977,1.5497052669525146
2005-09-14,88.40581512451172,46.766319274902344,44.959999084472656,7.546712875366211,1.5128074884414673
2005-09-15,88.36280059814453,46.49319839477539,45.41999816894531,7.5372490882873535,1.520735502243042
2005-09-16,88.99112701416016,46.679176330566406,45.81999969482422,7.476974010467529,1.5615980625152588
2005-09-19,88.6957015991211,46.15616989135742,46.25,7.566389083862305,1.605203628540039
2005-09-20,87.94629669189453,45.731971740722656,46.22999954223633,7.669004917144775,1.621975302696228
2005-09-21,87.12483978271484,45.06951904296875,47.060001373291016,7.7683820724487305,1.5890414714813232
2005-09-22,87.4346923828125,45.44722366333008,46.36000061035156,7.755181789398193,1.5826380252838135
2005-09-23,87.50674438476562,45.3252067565918,46.279998779296875,7.854558944702148,1.6222801208496094
2005-09-26,87.60762786865234,44.982357025146484,46.56999969482422,7.827660083770752,1.6417962312698364
2005-09-27,87.58601379394531,45.31938171386719,46.25,7.819191932678223,1.6295987367630005
2005-09-28,87.67247772216797,46.19683837890625,46.79999923706055,7.621432781219482,1.5576337575912476
2005-09-29,88.38584899902344,46.696563720703125,47.099998474121094,7.711595058441162,1.5960561037063599
2005-09-30,88.6596908569336,46.6152229309082,46.70000076293945,7.881956100463867,1.6347835063934326
2005-10-03,88.34264373779297,46.748878479003906,46.41999816894531,7.937249183654785,1.6600933074951172
2005-10-04,87.34822845458984,46.55131149291992,46.45000076293945,7.745965957641602,1.639052391052246
2005-10-05,86.2024917602539,46.38279724121094,46.36000061035156,7.738742828369141,1.6094731092453003
2005-10-06,85.89263916015625,46.31305694580078,47.209999084472656,7.789553165435791,1.576540231704712
2005-10-07,86.18807983398438,46.77793884277344,47.36000061035156,7.795529842376709,1.5643423795700073
2005-10-10,85.46028900146484,47.213748931884766,47.369998931884766,7.73724889755249,1.5359828472137451
2005-10-11,85.33782196044922,48.341087341308594,47.38999938964844,7.6239237785339355,1.5731854438781738
2005-10-12,84.66764831542969,47.759986877441406,46.849998474121094,7.496152877807617,1.5018298625946045
2005-10-13,84.61722564697266,47.765785217285156,47.02000045776367,7.40823221206665,1.6387475728988647
2005-10-14,85.5107421875,47.852970123291016,46.79999923706055,7.375853061676025,1.64667546749115
2005-10-17,85.82780456542969,47.992401123046875,47.2599983215332,7.596526145935059,1.6295987367630005
2005-10-18,84.89826965332031,48.50959777832031,47.0,7.55368709564209,1.5920919179916382
2005-10-19,86.31061553955078,48.91056823730469,46.34000015258789,7.688681125640869,1.6753404140472412
2005-10-20,84.7901840209961,48.32946014404297,45.97999954223633,7.551693916320801,1.7119330167770386
2005-10-21,85.12162780761719,48.42242431640625,46.52000045776367,8.465767860412598,1.6972955465316772
2005-10-24,86.4403076171875,48.50379180908203,46.38999938964844,8.683700561523438,1.7317537069320679
2005-10-25,86.26734924316406,48.439876556396484,47.060001373291016,8.640363693237305,1.7107127904891968
2005-10-26,86.01512145996094,48.16673278808594,46.93000030517578,8.852816581726074,1.7390726804733276
2005-10-27,85.10000610351562,47.82970428466797,47.18000030517578,8.793540000915527,1.689672827720642
2005-10-28,86.32498168945312,47.31253433227539,47.220001220703125,8.920812606811523,1.6610076427459717
2005-10-31,86.56278991699219,47.5798454284668,46.400001525878906,9.268757820129395,1.7561496496200562
2005-11-01,86.82215118408203,47.41132736206055,45.72999954223633,9.44908332824707,1.7534042596817017
2005-11-02,87.73011016845703,47.10334014892578,46.130001068115234,9.456555366516113,1.8281153440475464
2005-11-03,88.10480499267578,48.155120849609375,45.959999084472656,9.61271858215332,1.8860540390014648
2005-11-04,87.98951721191406,48.23066711425781,45.5099983215332,9.7243013381958,1.8647077083587646
2005-11-07,88.07596588134766,48.58512878417969,45.77000045776367,9.838871002197266,1.836653470993042
2005-11-08,88.07596588134766,48.4337043762207,45.90999984741211,9.711099624633789,1.8265905380249023
2005-11-09,88.19129180908203,48.25312423706055,46.560001373291016,9.443353652954102,1.8329942226409912
2005-11-10,88.87581634521484,48.9229850769043,46.47999954223633,9.740987777709961,1.8656222820281982
2005-11-11,89.1784896850586,49.2491569519043,46.79999923706055,9.723553657531738,1.8766002655029297
2005-11-14,89.12803649902344,49.13848876953125,46.619998931884766,9.887189865112305,1.873856782913208
2005-11-15,88.80377197265625,49.81999588012695,46.65999984741211,9.783329963684082,1.8991669416427612
2005-11-16,88.98392486572266,50.40831756591797,47.779998779296875,9.916580200195312,1.9805855751037598
2005-11-17,89.81258392333984,50.61219024658203,48.47999954223633,10.048584938049316,1.9674731492996216
2005-11-18,90.16565704345703,51.124759674072266,48.459999084472656,9.967887878417969,1.9686923027038574
2005-11-21,90.61964416503906,50.84518051147461,48.9900016784668,10.195783615112305,1.980889916419983
2005-11-22,91.00875091552734,51.2529182434082,49.31999969482422,10.372870445251465,2.028460741043091
2005-11-23,91.5347671508789,51.72471237182617,49.150001525878906,10.532023429870605,2.0464518070220947
2005-11-25,91.60682678222656,51.72471237182617,49.41999816894531,10.675485610961914,2.114454746246338
2005-11-28,90.95829010009766,51.90532684326172,49.7400016784668,10.547466278076172,2.124211549758911
2005-11-29,90.85741424560547,51.89948272705078,49.79999923706055,10.050827026367188,2.0766406059265137
2005-11-30,90.36744689941406,51.78297805786133,49.099998474121094,10.084948539733887,2.068103551864624
2005-12-01,91.28976440429688,51.96353530883789,50.16999816894531,10.313591957092285,2.1833701133728027
2005-12-02,91.40504455566406,51.637367248535156,50.31999969482422,10.403505325317383,2.214779853820801
2005-12-05,91.21049499511719,51.50921630859375,50.779998779296875,10.10836124420166,2.1900792121887207
2005-12-06,91.38345336914062,51.92277526855469,50.88999938964844,10.07573413848877,2.258080244064331
2005-12-07,90.85021209716797,51.67814636230469,51.31999969482422,10.067764282226562,2.255030870437622
2005-12-08,90.79256439208984,50.967498779296875,51.900001525878906,10.227912902832031,2.258995294570923
2005-12-09,91.03036499023438,50.65878677368164,52.400001525878906,10.19179916381836,2.266618490219116
2005-12-12,91.1168212890625,50.07047653198242,52.560001373291016,10.276729583740234,2.2843058109283447
2005-12-13,91.73648834228516,48.75988006591797,51.650001525878906,10.398275375366211,2.2864391803741455
2005-12-14,92.09679412841797,48.42203140258789,50.349998474121094,10.434886932373047,2.1958725452423096
2005-12-15,91.83019256591797,48.655033111572266,50.2400016784668,10.524301528930664,2.201057195663452
2005-12-16,91.53460693359375,48.56182861328125,50.09000015258789,10.713592529296875,2.168428897857666
2005-12-19,91.06379699707031,48.20652770996094,50.220001220703125,10.575361251831055,2.176661968231201
2005-12-20,91.15071105957031,48.04340744018555,49.040000915527344,10.703380584716797,2.1989214420318604
2005-12-21,91.29557037353516,48.41621398925781,49.369998931884766,10.618449211120605,2.2413084506988525
2005-12-22,91.77368927001953,48.474464416503906,50.13999938964844,10.760665893554688,2.257164716720581
2005-12-23,91.82440185546875,48.625911712646484,50.119998931884766,10.733019828796387,2.236734628677368
2005-12-27,90.88993835449219,48.340492248535156,50.63999938964844,10.576356887817383,2.26356840133667
2005-12-28,91.09274291992188,48.3696174621582,51.470001220703125,10.627415657043457,2.243443250656128
2005-12-29,90.68710327148438,47.996826171875,51.470001220703125,10.464526176452637,2.17879581451416
2005-12-30,90.19451141357422,47.88032913208008,51.58000183105469,10.332770347595215,2.1922130584716797
2006-01-03,91.78096008300781,47.79876708984375,53.119998931884766,10.840119361877441,2.279426097869873
2006-01-04,92.215576171875,47.73469924926758,53.29999923706055,11.089433670043945,2.286135196685791
2006-01-05,92.27354431152344,48.0550651550293,52.34000015258789,11.238874435424805,2.268143892288208
2006-01-06,93.04141235351562,49.48217010498047,53.720001220703125,11.598028182983398,2.326692581176758
2006-01-09,93.28044128417969,48.771507263183594,54.599998474121094,11.628911972045898,2.319068431854248
2006-01-10,93.37460327148438,48.96957015991211,54.060001373291016,11.70014476776123,2.4657440185546875
2006-01-11,93.67160034179688,49.02781677246094,54.529998779296875,11.746720314025879,2.5584471225738525
2006-01-12,93.30216979980469,48.67832565307617,54.43000030517578,11.547467231750488,2.570338726043701
2006-01-13,93.21524810791016,48.44533157348633,55.439998626708984,11.612723350524902,2.6099817752838135
2006-01-17,92.96170806884766,48.3463134765625,55.2599983215332,11.63414192199707,2.5831458568573
2006-01-18,92.59223175048828,48.81229782104492,54.06999969482422,11.081214904785156,2.515448808670044
2006-01-19,92.94720458984375,48.39873504638672,55.59000015258789,10.870505332946777,2.4102447032928467
2006-01-20,91.25214385986328,47.391029357910156,55.20000076293945,9.94920825958252,2.32028865814209
2006-01-23,91.5781021118164,47.420162200927734,55.77000045776367,10.647589683532715,2.368468999862671
2006-01-24,91.67227935791016,47.09397888183594,55.72999954223633,11.034390449523926,2.318763017654419
2006-01-25,91.75196075439453,47.12890625,56.13999938964844,10.784577369689941,2.2626538276672363
2006-01-26,92.259033203125,47.01823043823242,55.880001068115234,10.816207885742188,2.2056310176849365
2006-01-27,93.11383819580078,47.19296646118164,55.630001068115234,10.796780586242676,2.1964833736419678
2006-01-30,93.04141235351562,47.54832458496094,56.68000030517578,10.630654335021973,2.287048816680908
2006-01-31,92.36046600341797,47.35608673095703,56.70000076293945,10.776107788085938,2.3026020526885986
2006-02-01,93.00518798828125,47.72886657714844,56.70000076293945,10.006991386413574,2.2998569011688232
2006-02-02,91.9258041381836,47.31531524658203,56.97999954223633,9.86402702331543,2.198617696762085
2006-02-03,91.46946716308594,46.58137130737305,56.5,9.503129959106445,2.190993070602417
2006-02-06,91.70852661132812,46.313446044921875,56.720001220703125,9.591548919677734,2.052246332168579
2006-02-07,90.89717102050781,46.51148986816406,54.599998474121094,9.163652420043945,2.061394691467285
2006-02-08,91.72298431396484,47.18302536010742,54.83000183105469,9.192543983459473,2.098292112350464
2006-02-09,91.57086181640625,46.9494514465332,56.18000030517578,8.93575668334961,1.9805855751037598
2006-02-10,91.73749542236328,47.49251937866211,54.790000915527344,9.031397819519043,2.05255126953125
2006-02-13,91.57086181640625,46.972801208496094,53.720001220703125,8.61022663116455,1.9732650518417358
2006-02-14,92.54158020019531,47.352378845214844,54.4900016784668,8.550949096679688,2.0626139640808105
2006-02-15,92.86751556396484,47.21221923828125,53.7599983215332,8.52753734588623,2.110795259475708
2006-02-16,93.5629653930664,47.247249603271484,54.52000045776367,9.127288818359375,2.1519618034362793
2006-02-17,93.3094253540039,47.13046646118164,54.959999084472656,9.184325218200684,2.1434237957000732
2006-02-21,93.0776138305664,47.007843017578125,55.119998931884766,9.130526542663574,2.106525421142578
2006-02-22,93.64265441894531,47.50419235229492,55.34000015258789,9.103129386901855,2.174832344055176
2006-02-23,93.50498962402344,46.83266067504883,54.63999938964844,9.416455268859863,2.1879444122314453
2006-02-24,93.74407196044922,46.77425003051758,55.63999938964844,9.39976692199707,2.1791014671325684
2006-02-27,93.78028869628906,47.08375549316406,55.220001220703125,9.723055839538574,2.164768934249878
2006-02-28,92.8892593383789,46.856014251708984,56.06999969482422,9.031646728515625,2.088533401489258
2006-03-01,93.71508026123047,46.657470703125,56.099998474121094,9.085944175720215,2.1071348190307617
2006-03-02,93.70783996582031,46.68082046508789,56.7400016784668,9.376106262207031,2.122687339782715
