Date,Open,Intra Day Return,High,Low,Close,Adj Close,Volume,--- Blank --- ,Close.shift(1),Inter Day Return
2022-05-10,87.0,-16.103450574712642,89.379997,70.190002,72.989998,72.989998,31780000,,83.510002,-12.597298225426934
2022-05-11,54.849998,-2.060158689522643,61.279999,50.150002,53.720001,53.720001,67080200,,72.989998,-26.40087344570142
2022-05-12,48.540001,20.51915697323534,60.299999,40.830002,58.5,58.5,58789000,,53.720001,8.897987548436559
2022-05-13,69.260002,-2.006928905373123,74.25,65.5,67.870003,67.870003,38264800,,58.5,16.01709914529914
2022-05-16,68.059998,-9.344691723323285,68.080002,60.509998,61.700001,61.700001,18685900,,67.870003,-9.090911635881316
2022-05-17,66.199997,5.740186060733513,70.5,63.110001,70.0,70.0,15868000,,61.700001,13.452186167711734
2022-05-18,67.690002,-6.884329830570857,71.809998,61.939999,63.029999,63.029999,17422700,,70.0,-9.957144285714293
2022-05-19,65.0,3.723073846153856,70.989998,63.610001,67.419998,67.419998,15410100,,63.029999,6.9649358553853125
2022-05-20,69.370003,-4.641777224660054,70.739998,62.049999,66.150002,66.150002,15166300,,67.419998,-1.8837081543669032
2022-05-23,65.540001,0.8544354462246584,68.650002,62.349998,66.099998,66.099998,12055700,,66.150002,-0.07559183444922901
2022-05-24,64.559998,-4.956624998656283,64.559998,59.119999,61.360001,61.360001,10714900,,66.099998,-7.170948779756392
2022-05-25,61.07,9.988534468642552,68.5,60.990002,67.169998,67.169998,11062000,,61.360001,9.468704213352286
2022-05-26,63.970001,9.223076297904065,71.169998,62.299999,69.870003,69.870003,12000200,,67.169998,4.019659193677505
2022-05-27,69.839996,7.846512476890741,77.18,69.839996,75.32,75.32,14112800,,69.870003,7.80019574351527
2022-05-31,80.0,-2.375002500000001,83.32,75.599998,78.099998,78.099998,22623200,,75.32,3.690916091343599
2022-06-01,77.5,-11.44516516129032,77.800003,67.800003,68.629997,68.629997,14608500,,78.099998,-12.125481744570587
