Date,Open,Intra Day Return,High,Low,Close,Adj Close,Volume,--- Blank --- ,Close.shift(1),Inter Day Return
2022-06-21,371.890015,0.8550893736687095,376.529999,371.809998,375.070007,375.070007,76811900,,,
2022-06-22,370.619995,1.017219807582154,378.720001,370.179993,374.390015,374.390015,90059400,,375.070007,-0.18129735444294415
2022-06-23,376.640015,0.37701331336236327,378.829987,372.890015,378.059998,378.059998,79292100,,374.390015,0.9802566449321537
2022-06-24,381.399994,2.2758241050208365,390.089996,381.369995,390.079987,390.079987,98050300,,378.059998,3.1793866221202283
2022-06-27,391.049988,-0.629073539314365,391.359985,387.440002,388.589996,388.589996,66009600,,390.079987,-0.38197063414074917
2022-06-28,390.230011,-2.4549667452409234,393.160004,380.529999,380.649994,380.649994,86548900,,388.589996,-2.0432852316661254
2022-06-29,381.230011,-0.23345879766008384,382.269989,378.420013,380.339996,380.339996,65676000,,380.649994,-0.08143911858304875
2022-06-30,376.23999,0.2684483379876824,380.660004,372.559998,377.25,377.25,112508300,,380.339996,-0.81242993965851
2022-07-01,376.559998,1.2428277100213843,381.700012,373.799988,381.23999,381.23999,74839700,,377.25,1.0576514247846225
2022-07-05,375.880005,1.6175337658623314,381.980011,372.899994,381.959991,381.959991,81438000,,381.23999,0.18885767990919344
2022-07-06,382.109985,0.298347346249014,385.869995,379.600006,383.25,383.25,70426200,,381.959991,0.33773406388000193
2022-07-07,385.119995,1.004880310096587,389.829987,383.269989,388.98999,388.98999,64525900,,383.25,1.49771428571428
2022-07-08,387.269989,0.36151110072202713,390.640015,385.660004,388.670013,388.670013,72397800,,388.98999,-0.08225841492733865
2022-07-11,385.850006,-0.4198509718307526,386.869995,383.5,384.230011,384.230011,58366900,,388.670013,-1.1423577460296652
2022-07-12,383.649994,-0.7350467989320432,386.160004,378.98999,380.829987,380.829987,62219200,,384.230011,-0.8848928773551701
2022-07-13,375.100006,0.9943964117132031,381.920013,374.660004,378.829987,378.829987,84224600,,380.829987,-0.5251687283753692
2022-07-14,373.609985,1.1509379226039744,379.049988,371.040009,377.910004,377.910004,89704800,,378.829987,-0.24284851557963005
2022-07-15,382.549988,0.67442610924876,385.25,380.540009,385.130005,385.130005,79060400,,377.910004,1.9105080372521677
2022-07-18,388.380005,-1.655593212117078,389.089996,380.660004,381.950012,381.950012,63203600,,385.130005,-0.8256933915081421
2022-07-19,386.079987,1.6032952259708795,392.869995,385.390015,392.269989,392.269989,78506000,,381.950012,2.7019182290273003
2022-07-20,392.470001,0.5860289943536308,396.26001,391.029999,394.769989,394.769989,71843800,,392.269989,0.6373161521668225
2022-07-21,394.160004,1.174651144970047,398.839996,391.630005,398.790009,398.790009,64903900,,394.769989,1.0183195562011083
2022-07-22,398.920013,-0.9600964792909495,400.179993,392.75,395.089996,395.089996,72197300,,398.790009,-0.9278098539324264
2022-07-25,395.75,-0.04548149084018307,396.470001,393.209991,395.570007,395.570007,53631500,,395.089996,0.1214940911842266
2022-07-26,393.839996,-0.7490303244874043,394.059998,389.950012,390.890015,390.890015,52946400,,395.570007,-1.1831008208870508
2022-07-27,394.359985,1.6938899112697765,402.880005,394.049988,401.040009,401.040009,82342100,,390.890015,2.596636805880026
2022-07-28,401.890015,1.040083566146815,406.799988,398.149994,406.070007,406.070007,73966600,,401.040009,1.2542384518049454
2022-07-29,407.579987,1.0819969430932732,413.029999,406.769989,411.98999,411.98999,86921200,,406.070007,1.457872509160718
2022-08-01,409.149994,0.39594159202163326,413.410004,408.399994,410.769989,410.769989,69997500,,411.98999,-0.29612394223460514
2022-08-02,409.119995,-0.2590919566275439,413.0,406.820007,408.059998,408.059998,63435400,,410.769989,-0.6597344189134491
2022-08-03,410.299988,1.0114609118633537,415.679993,410.0,414.450012,414.450012,67820600,,408.059998,1.5659496229277536
2022-08-04,414.369995,-0.0482616990643915,415.089996,412.440002,414.170013,414.170013,45656600,,414.450012,-0.06755917285388158
2022-08-05,409.660004,0.9300388035928472,414.149994,409.600006,413.470001,413.470001,56755600,,414.170013,-0.16901561629957262
2022-08-08,415.25,-0.5442528597230638,417.619995,411.829987,412.98999,412.98999,53886100,,413.470001,-0.11609330757711422
2022-08-09,412.220001,-0.21105113722999994,412.75,410.220001,411.350006,411.350006,44931800,,412.98999,-0.39710018153223947
2022-08-10,418.779999,0.2889323756839692,420.140015,416.720001,419.98999,419.98999,68665700,,411.350006,2.1003971980007696
2022-08-11,422.98999,-0.709236641746534,424.950012,419.209991,419.98999,419.98999,59489700,,419.98999,0.0
2022-08-12,422.029999,1.201338059382843,427.209991,421.029999,427.100006,427.100006,61644600,,419.98999,1.6929012998619486
2022-08-15,424.769989,0.9628731091922751,429.410004,424.709991,428.859985,428.859985,54048300,,427.100006,0.4120765570768903
2022-08-16,427.730011,0.46057114285582,431.730011,426.880005,429.700012,429.700012,59289000,,428.859985,0.195874418080777
2022-08-17,425.910004,0.17374327746478044,429.5,424.540009,426.649994,426.649994,63563400,,429.700012,-0.709801702309476
2022-08-18,426.859985,0.24130394888150752,428.609985,425.5,427.890015,427.890015,49023200,,426.649994,0.290641279137116
2022-08-19,424.980011,-0.668265783446456,425.26001,421.220001,422.140015,422.140015,67934700,,427.890015,-1.3438032668278033
2022-08-22,417.049988,-0.8871795004103866,417.230011,412.399994,413.350006,413.350006,77695600,,422.140015,-2.082249653589463
